,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,food,life
717,Acapulco de Juarez,Mexico,5.88,20.63,6.19,1.55,3.61,1.48,0.76,0.74,1.06,1.92,1.67,1.95,7.76,5.83,10.9,2.59,1.28,1.22,1.39,1.39,1.51,0.63,0.81,10.88,1.01,1.66,3.4,0.52,11.21,1.8,2.06,6.45,1.15,21478.22,17481.89,53.29,0.07,29.65,27.72,18.05,3.35,32.86,27.72,63.82,45.12,168.46,163.73,335.2,264.29,911.05,636.02,541.47,14.17,151.8405,584.11512
718,Gorakhpur,India,1.84,9.83,3.07,1.66,2.46,1.37,0.36,0.17,0.63,0.47,0.52,0.98,3.07,2.55,4.18,1.95,0.61,0.61,0.41,0.3,0.42,0.37,0.33,4.3,1.72,2.21,2.95,0.31,7.37,1.11,0.25,1.84,1.25,8597.23,18422.64,31.01,0.0,8.51,10.23,2.46,3.68,13.51,24.56,24.56,27.04,76.76,45.03,159.66,85.97,528.8,,307.04,8.57,60.45779999999999,485.04112
719,Cape Coral,United States,14.99,57.0,10.0,5.0,7.0,4.25,2.42,1.74,0.94,2.86,2.76,3.26,10.85,10.83,13.19,4.83,1.41,2.37,3.54,2.22,2.49,1.54,1.48,7.5,4.05,4.0,7.5,1.5,35.0,7.7,1.24,,1.06,18500.0,19000.0,231.09,,66.75,25.66,20.0,12.25,45.33,31.67,78.5,100.0,1850.0,1550.0,2750.0,2040.0,1765.28,1614.59,3916.67,4.89,228.4274,
720,Durango,Mexico,5.32,24.5,6.34,1.39,2.15,2.62,0.97,0.68,1.04,1.7,1.78,1.7,6.37,3.88,8.55,1.92,1.06,0.9,1.06,1.19,1.29,0.93,0.67,10.31,1.39,1.99,3.25,0.54,25.01,0.88,0.72,7.74,1.1,12634.4,14439.32,25.49,0.06,26.03,24.5,30.94,2.84,42.11,14.18,64.46,61.88,273.47,135.7,453.9,230.2,1893.17,618.83,489.91,9.5,126.757,666.3045599999999
721,Ribeirao Preto,Brazil,5.27,21.08,4.79,1.92,1.82,1.39,0.83,0.57,0.97,1.48,1.23,2.04,9.15,4.41,7.51,1.53,1.12,1.19,1.53,1.09,1.12,0.82,0.67,6.51,1.32,2.35,2.3,0.86,57.48,0.6,0.86,7.66,1.3,12821.59,22356.98,80.03,,18.27,19.11,13.41,7.66,45.92,23.95,68.33,61.31,306.55,172.43,392.77,402.35,,,508.74,10.2,122.8236,
723,Al Hufuf,Saudi Arabia,6.65,39.91,6.65,1.33,1.33,3.84,0.7,0.23,1.33,0.86,1.97,2.59,6.44,7.34,11.64,1.65,1.26,1.43,1.4,0.8,0.74,1.01,0.61,2.0,1.45,1.5,6.78,0.27,0.0,2.66,1.33,5.32,0.54,13301.81,17292.36,92.83,0.12,72.34,95.33,48.77,15.3,27.49,26.6,84.24,69.17,230.56,199.53,432.31,345.85,665.09,478.87,1409.99,2.5,130.5654,564.5280466666667
724,Concord,United States,22.0,70.0,8.0,8.0,6.0,3.38,2.02,1.3,0.85,2.69,2.75,3.5,11.02,9.54,12.76,4.2,1.48,3.59,4.84,2.05,2.26,1.09,1.43,12.0,2.14,2.5,6.78,1.5,60.0,4.0,1.24,30.0,1.18,23000.0,23500.0,174.48,0.1,83.25,35.0,15.0,12.5,40.71,49.0,85.67,86.0,1333.33,1283.33,1925.0,1900.0,1937.5,1614.59,3200.0,5.43,216.23959999999997,1915.2875000000001
725,Guntur,India,2.46,9.83,4.91,1.84,2.82,1.8,0.53,0.29,0.76,0.43,0.63,0.84,4.97,2.7,3.84,2.54,0.58,0.94,0.43,0.53,0.38,0.12,0.37,6.14,2.37,2.09,4.05,0.25,4.3,0.52,0.12,1.23,1.39,14738.11,34388.93,25.38,0.01,7.37,9.83,5.53,2.21,21.29,27.02,36.85,32.75,98.25,73.69,227.21,190.37,727.1,462.7,675.5,11.57,68.4834,659.5281066666666
728,Sialkot City,Pakistan,1.68,10.06,2.48,0.61,2.01,1.34,0.22,0.17,0.55,0.47,0.7,0.97,6.2,1.87,4.58,1.05,0.43,0.56,0.34,0.29,0.25,0.39,0.29,1.92,1.86,1.81,1.07,0.13,4.92,0.67,0.13,1.23,0.65,9834.6,14240.66,50.55,0.01,32.04,11.92,3.8,2.24,14.16,31.29,32.78,26.82,67.05,40.23,290.57,178.81,361.45,1727.68,128.52,11.17,57.995799999999996,352.3719466666667
729,Sargodha,Pakistan,0.45,17.88,3.58,2.46,4.02,0.67,0.16,0.11,0.45,0.43,0.63,0.89,3.8,1.82,2.68,0.68,0.38,0.42,0.67,0.26,0.22,0.27,0.23,0.45,0.83,1.05,0.8,0.22,,0.67,0.1,2.12,1.08,13410.82,18871.5,22.35,0.01,23.83,8.94,,2.24,14.48,20.12,20.12,16.76,67.05,22.35,122.93,89.41,670.54,335.27,257.04,12.9,44.5653,
733,Dusseldorf,Germany,11.59,59.54,9.48,4.74,4.21,3.37,2.9,2.56,1.1,2.33,2.29,2.72,15.67,9.27,16.51,2.45,1.73,2.1,1.47,2.2,1.26,1.73,0.62,6.32,0.58,1.42,7.9,3.16,84.3,4.9,2.32,36.67,2.26,26343.63,23656.58,217.42,0.12,32.03,33.82,21.25,12.64,109.14,39.14,84.77,109.89,1024.47,778.45,1886.91,1408.78,6996.87,5729.74,3245.42,1.88,190.7291,1794.97764
734,Sorocaba,Brazil,5.36,28.74,7.28,2.3,2.87,1.57,1.05,0.6,0.93,1.08,0.9,1.93,8.81,3.62,7.09,1.63,1.11,0.96,1.19,1.05,1.02,0.98,0.78,8.62,1.14,2.43,3.35,1.13,,1.06,0.49,4.98,1.18,18680.31,27007.57,68.63,0.34,19.8,30.02,9.58,4.79,43.43,41.51,89.41,73.44,178.76,124.54,415.12,387.98,1756.27,1116.03,364.79,9.5,116.89240000000002,
736,Izhevsk,Russia,8.0,44.0,5.6,1.6,2.4,2.58,1.08,0.37,1.09,0.64,1.51,1.59,10.46,4.52,8.89,1.6,1.56,1.79,2.43,0.73,0.72,0.78,0.6,8.8,0.94,2.09,3.12,0.43,20.8,1.6,0.28,4.8,0.83,41600.01,34933.34,105.39,0.04,7.25,36.36,21.76,4.64,76.0,48.0,96.0,128.0,288.0,208.0,548.57,350.0,1440.0,1060.0,562.29,11.08,112.80439999999999,790.5550533333333
737,Tripoli,Lebanon,10.0,40.0,8.0,3.0,4.5,1.79,1.05,0.36,1.75,0.42,1.48,2.48,7.67,7.33,10.67,1.5,0.8,1.5,1.5,1.37,1.07,1.0,0.98,7.0,1.13,3.0,3.0,1.0,50.0,4.0,1.0,9.0,0.93,20000.0,20000.0,158.33,0.3,56.67,48.75,25.0,8.0,60.0,35.0,112.5,75.0,450.0,275.0,1150.0,725.0,1300.0,750.0,833.33,5.0,147.0982,923.1033333333334
738,Tiruppur,India,1.23,7.98,3.07,1.47,2.46,1.34,0.31,0.16,0.61,0.43,0.58,0.66,8.33,2.81,4.58,2.46,0.66,1.13,0.18,0.37,0.47,0.37,0.32,6.75,1.23,2.58,3.07,0.18,,1.23,0.31,0.74,1.26,12281.76,20878.99,18.42,0.01,8.26,18.42,8.6,2.46,8.6,27.33,36.85,34.39,110.54,61.41,202.65,141.24,1189.8,661.0,337.75,7.89,68.6203,
739,Wroclaw,Poland,7.89,33.81,5.63,2.82,2.7,2.64,1.37,0.96,0.72,0.96,1.06,2.35,6.26,4.77,9.8,0.82,1.24,1.3,2.56,0.68,0.82,0.87,0.5,5.63,0.84,1.27,4.06,1.01,24.79,2.03,0.68,6.2,1.61,22537.5,22858.66,208.17,0.08,13.22,26.51,16.03,5.63,73.84,33.94,68.22,90.78,610.63,503.78,959.45,804.26,3177.44,2146.7,1030.25,7.45,102.91649999999998,1164.7576133333334
740,Jeonju,South Korea,5.38,28.04,4.46,3.07,3.84,2.5,1.05,0.46,2.07,1.59,3.98,3.42,7.68,6.15,16.9,6.12,3.59,3.84,3.84,2.3,1.54,1.15,0.96,15.36,2.3,2.56,3.46,1.0,41.75,2.54,0.6,10.95,1.34,23046.91,22381.5,115.23,0.11,21.25,38.41,,8.45,26.89,38.41,61.46,76.82,297.69,209.34,550.57,358.51,,16516.95,1536.46,3.83,211.2255,813.6186666666667
741,Petaling Jaya,Malaysia,2.96,24.27,3.42,4.9,5.7,3.03,0.68,0.45,1.75,0.74,1.4,1.41,12.54,3.67,6.06,2.04,1.07,2.19,1.01,0.74,0.92,0.94,0.62,17.09,2.79,3.55,3.99,0.68,22.79,0.74,0.34,6.84,0.47,33478.75,27806.27,43.82,0.06,23.13,33.62,10.83,3.65,45.01,37.28,55.56,46.72,425.45,262.11,781.77,482.78,2481.54,1124.28,917.35,4.52,118.44659999999999,804.3034933333333
742,Cochabamba,Bolivia,2.89,18.8,7.23,1.74,3.69,2.66,0.72,0.55,0.97,1.2,1.3,1.29,5.31,3.9,6.87,2.1,0.67,0.65,1.16,1.51,0.98,0.94,0.8,7.23,1.81,2.86,2.89,0.29,0.0,1.45,1.45,7.84,0.54,13956.15,21990.84,18.1,0.22,59.78,39.05,11.31,5.42,42.74,47.0,65.53,81.74,273.03,219.55,488.1,390.48,1035.41,646.99,503.29,7.88,119.1887,637.6558866666667
743,Rotterdam,Netherlands,15.81,68.49,8.69,5.27,4.21,3.19,2.56,2.53,1.09,1.88,1.96,2.47,11.12,9.01,26.49,2.79,1.42,1.49,2.67,1.16,0.96,0.84,0.91,6.31,1.27,1.81,8.64,4.21,84.3,4.21,2.05,24.55,2.23,26343.63,29252.23,225.33,0.06,42.86,30.26,10.96,12.91,67.62,32.53,92.3,99.05,1355.86,1033.89,1978.1,1597.21,4791.17,3082.2,3188.36,2.39,203.3439,2167.9203399999997
744,Stuttgart,Germany,12.64,63.22,9.64,4.21,4.21,3.26,3.02,2.68,1.19,2.01,2.36,2.92,13.3,8.3,13.4,2.23,1.67,2.44,2.15,1.97,1.37,1.27,0.64,5.27,0.69,1.7,7.75,2.9,76.08,3.69,2.42,33.19,2.24,24236.14,25393.5,239.55,0.12,35.23,45.44,20.81,12.64,81.84,32.21,70.47,111.3,1053.75,862.77,1885.85,1369.87,8745.16,6332.26,3411.99,2.61,174.00349999999997,1822.6038333333333
745,Gold Coast,Australia,13.59,61.16,10.19,5.44,6.12,3.45,2.24,1.6,1.11,2.23,1.89,2.88,5.86,6.97,11.33,2.9,2.44,2.48,4.26,1.95,1.88,2.39,1.87,12.23,3.71,3.91,25.48,3.4,108.73,2.72,1.7,33.71,1.34,21746.55,20908.76,121.47,0.15,50.37,45.69,24.92,12.23,73.62,36.7,106.69,110.19,1410.94,1126.97,2429.5,1590.22,9163.44,6617.74,3758.45,3.66,211.2993,2025.3200799999997
747,Colorado Springs,United States,20.5,64.35,10.0,5.0,7.0,5.5,2.7,2.1,0.98,3.69,3.81,3.7,9.7,9.62,14.88,5.11,1.63,4.05,4.29,2.35,2.71,1.75,2.15,15.0,3.31,3.83,8.0,2.0,50.0,4.0,1.49,25.0,1.03,22000.0,26275.0,171.66,0.1,75.0,60.83,33.0,12.0,51.5,39.38,86.25,87.75,1450.0,1058.33,2100.0,1950.0,2235.31,1901.62,4563.77,5.32,271.90529999999995,2008.1716666666666
748,Charleston,United States,21.0,70.0,8.5,5.25,6.0,4.6,2.15,1.95,0.84,2.89,3.96,3.63,9.59,17.64,18.74,5.11,1.67,6.93,4.7,3.56,3.55,2.5,2.33,14.0,1.95,2.15,7.5,2.0,57.0,6.0,3.11,,1.01,25000.0,35000.0,237.34,0.1,64.62,24.75,22.5,12.0,56.88,39.0,79.29,102.33,1900.0,1566.67,3666.67,2500.0,5785.6,3229.17,4122.22,5.43,304.47339999999997,2522.31
749,Aracaju,Brazil,4.79,19.16,5.75,1.53,2.39,1.5,0.7,0.48,0.94,1.32,0.97,1.33,7.28,3.66,7.91,1.63,0.89,0.96,1.05,0.89,0.97,0.65,0.46,5.75,0.83,1.53,1.92,0.86,30.65,1.1,0.38,2.87,1.28,29696.9,23629.79,97.51,0.27,16.92,18.04,23.95,6.08,33.21,44.71,45.5,52.69,159.66,138.9,245.24,195.42,1097.83,880.08,272.7,5.0,104.91710000000002,657.9774866666667
750,Makati City,Philippines,5.38,35.88,3.59,1.7,3.59,2.33,0.83,0.47,1.71,1.3,1.15,2.08,9.63,3.68,7.0,3.48,2.0,2.76,2.17,2.76,1.79,2.44,0.92,15.25,1.18,1.76,2.51,0.36,11.23,0.72,0.4,3.59,1.31,43060.92,23324.66,119.68,0.12,36.75,54.95,6.88,6.28,22.42,19.24,79.24,103.17,592.09,347.63,2473.44,1425.05,4151.07,2153.05,440.08,5.33,160.2455,1094.6764466666668
751,Barnaul,Russia,5.6,36.0,5.6,1.15,1.76,1.73,1.02,0.42,1.12,0.69,1.52,1.6,11.02,5.4,9.63,1.89,1.66,2.04,3.2,0.66,0.65,0.97,0.62,8.0,1.04,1.36,2.88,0.45,9.6,1.2,0.13,4.8,0.78,35200.01,30010.67,100.07,0.02,6.88,29.93,33.6,4.0,81.5,50.0,84.0,116.09,346.67,186.67,613.33,277.33,1731.55,1200.0,480.0,8.33,119.65530000000001,788.1161933333334
752,Benghazi,Libya,2.73,24.69,3.09,1.03,0.36,0.74,0.43,0.23,1.0,0.61,0.87,1.45,6.78,2.95,7.73,1.62,1.14,0.88,0.52,0.63,0.62,0.72,0.23,1.44,0.8,1.05,3.09,2.0,20.0,1.03,1.5,6.17,0.04,21604.94,15432.1,14.4,0.06,65.41,24.18,22.63,4.63,30.09,50.07,54.27,52.47,171.47,106.31,377.23,205.76,480.11,192.04,276.94,,82.26079999999999,410.21180000000004
753,Mangalore,India,1.84,7.37,2.46,1.47,2.76,1.56,0.39,0.16,0.53,0.47,0.58,0.89,5.56,4.21,4.3,2.0,0.79,1.01,0.41,0.42,0.46,0.98,0.34,3.68,1.65,3.4,3.44,0.15,6.14,0.46,0.37,1.99,1.26,12281.76,17501.51,24.5,0.01,9.21,20.47,6.91,2.46,18.7,20.47,35.62,26.34,132.03,107.47,345.94,227.21,710.57,517.9,307.04,7.62,68.128,535.3537466666667
754,Glasgow,United Kingdom,18.45,73.8,7.38,4.92,4.92,3.61,1.87,1.15,1.19,1.28,1.39,2.61,7.69,7.32,11.68,2.18,1.19,1.95,2.19,1.13,1.04,0.94,1.11,8.61,1.95,2.5,15.5,3.08,98.4,3.69,1.27,20.66,1.98,29520.0,31277.15,225.34,0.12,35.55,33.34,13.22,12.3,78.8,33.44,84.56,76.11,958.38,743.31,1718.16,1233.24,5660.57,2887.42,2977.24,3.57,159.1258,1746.1330333333333
